facility_id,position,productive_hours,productive_hours_per_patient
106410806,Licensed Vocational Nurse,4022,0.18
106434220,Clerical & Other Administrative,4139,1.24
106270875,Administrative Services Cost Centers,353989,5.31
106190680,Clerical & Other Administrative,205748,2.08
106481357,Management & Supervision,139616,2.32
106304426,Clerical & Other Administrative,0,0.0
106196168,Registered Nurse,1276600,12.44
106141273,Registered Nurse,105594,11.52
106361110,Contracted Other,0,0.0
106010735,Clerical & Other Administrative,130658,2.48
106400480,Clerical & Other Administrative,98252,4.22
106364121,General Services Cost Centers,35529,2.35
106190500,General Services Cost Centers,116960,5.25
106231013,General Services Cost Centers,81754,5.37
106090793,Ambulatory Cost Centers,186573,3.1
106400683,Education Cost Centers,0,0.0
106150808,Licensed Vocational Nurse,34681,0.61
106196403,Contracted Registry Nursing,63582,0.83
106301097,Education Cost Centers,0,0.0
106034002,Ancillary Cost Centers,213140,12.77
106560481,Fiscal Services Cost Centers,64015,0.66
106481094,Fiscal Services Cost Centers,3720,0.11
106190243,Contracted Registry Nursing,0,0.0
106301234,General Services Cost Centers,121967,5.51
106334487,Technician & Specialist,969350,6.05
106150775,Clerical & Other Administrative,73811,3.45
106191228,Ancillary Cost Centers,2207741,6.9
106410852,Clerical & Other Administrative,768625,6.01
106394003,Ambulatory Cost Centers,0,0.0
106154160,Contracted Other,0,0.0
106070924,Management & Supervision,253635,2.75
106404046,Registered Nurse,0,0.0
106320859,Environmental & Food Services,65066,1.24
106500939,Clerical & Other Administrative,979609,6.7
106364188,Contracted Registry Nursing,0,0.0
106410817,General Services Cost Centers,442898,2.8
106450940,Management & Supervision,75472,1.78
106450949,Fiscal Services Cost Centers,88359,1.16
106341006,Daily Cost Centers,2164666,8.97
106560838,Contracted Other,0,0.0
106130760,Registered Nurse,309905,6.72
106121051,Clerical & Other Administrative,46057,3.53
106400466,Aides & Orderlies,17634,1.65
106484044,Fiscal Services Cost Centers,18678,1.26
106190280,Registered Nurse,142366,5.57
106014207,Technician & Specialist,13640,1.83
106374049,Education Cost Centers,0,0.0
106220733,Contracted Registry Nursing,0,0.0
106190159,Other,0,0.0
106190017,Daily Cost Centers,394936,9.86
106191231,Fiscal Services Cost Centers,391455,3.15
106121002,Ambulatory Cost Centers,152271,5.31
106391042,Clerical & Other Administrative,609575,5.13
106361458,Contracted Other,0,0.0
106370721,General Services Cost Centers,46497,2.95
106430837,Other,52665,0.66
106190323,Environmental & Food Services,160044,1.11
106391056,Contracted Registry Nursing,4633,0.17
106190525,General Services Cost Centers,853902,5.49
106190547,Administrative Services Cost Centers,58002,2.24
106391010,Licensed Vocational Nurse,40904,0.73
106190524,Registered Nurse,257406,4.66
106190524,Education Cost Centers,0,0.0
106191450,Education Cost Centers,38986,0.84
106494019,Education Cost Centers,977,0.03
106321016,Aides & Orderlies,23676,0.92
106190385,Ancillary Cost Centers,784894,6.5
106231396,Licensed Vocational Nurse,27390,0.86
106070988,General Services Cost Centers,637195,5.48
106044006,General Services Cost Centers,0,0.0
106410806,Daily Cost Centers,140981,7.32
106301279,Licensed Vocational Nurse,24156,0.18
106320859,Contracted Other,0,0.0
106160702,Technician & Specialist,40781,4.67
106340950,Other,110007,0.84
106491338,Registered Nurse,79404,9.07
106150722,Contracted Registry Nursing,24409,0.25
106141338,Ancillary Cost Centers,28672,1.06
106301140,Other,0,0.0
106171049,Technician & Specialist,127447,6.16
106390846,Management & Supervision,207629,3.71
106434218,Daily Cost Centers,58067,8.3
106190766,Ancillary Cost Centers,170963,7.42
106160702,Management & Supervision,22535,2.13
106281078,Contracted Registry Nursing,7565,0.22
106531059,Aides & Orderlies,57529,2.14
106431506,Aides & Orderlies,90546,2.18
106342392,Ancillary Cost Centers,0,0.0
106450949,Ambulatory Cost Centers,380737,4.52
106301566,Administrative Services Cost Centers,204610,4.24
106332172,Technician & Specialist,74790,6.16
106190148,Technician & Specialist,766130,9.14
106404046,Contracted Registry Nursing,0,0.0
106361166,Technician & Specialist,166719,8.84
106190878,Aides & Orderlies,243260,1.97
106344011,Registered Nurse,0,0.0
106380964,Licensed Vocational Nurse,58761,1.07
106344017,Fiscal Services Cost Centers,0,0.0
106190636,Education Cost Centers,0,0.0
106190176,Management & Supervision,388769,3.77
106190708,Other,0,0.0
106331216,Environmental & Food Services,12883,0.32
106440755,Contracted Registry Nursing,28152,0.34
106191450,Registered Nurse,599454,12.97
106514030,Environmental & Food Services,13904,5.87
106554011,Ambulatory Cost Centers,410912,4.78
106214034,Environmental & Food Services,31930,2.48
106400683,Ancillary Cost Centers,0,0.0
106344114,Licensed Vocational Nurse,0,0.0
106361110,Contracted Other,0,0.0
106150788,Environmental & Food Services,111811,1.05
106121002,Other,39576,1.66
106150782,Daily Cost Centers,185307,5.96
106190434,General Services Cost Centers,623006,13.91
106380865,Contracted Registry Nursing,0,0.0
106370749,Registered Nurse,40813,1.02
106090933,Ancillary Cost Centers,386870,7.11
106301098,General Services Cost Centers,218804,2.74
106480989,Management & Supervision,0,0.0
106330120,Daily Cost Centers,213082,5.37
106340947,Clerical & Other Administrative,409074,3.67
106190317,Licensed Vocational Nurse,19763,0.78
106190176,Contracted Registry Nursing,12422,0.12
106560492,Licensed Vocational Nurse,4596,0.05
106121031,Daily Cost Centers,26354,2.42
106560529,Education Cost Centers,0,0.0
106010782,Contracted Other,19391,1.47
106190529,Contracted Registry Nursing,32254,0.31
106190400,General Services Cost Centers,1060876,6.98
106191306,Fiscal Services Cost Centers,195263,2.76
106196405,Clerical & Other Administrative,58456,1.01
106270875,Management & Supervision,98070,1.47
106361266,Contracted Other,464,0.02
106150761,Contracted Registry Nursing,22970,0.27
106342392,Education Cost Centers,0,0.0
106141273,Clerical & Other Administrative,137551,17.42
106100697,Ancillary Cost Centers,57942,1.03
106301317,Ancillary Cost Centers,951932,8.88
106190017,Registered Nurse,259627,6.27
106190170,Ambulatory Cost Centers,1275768,10.42
106301209,Aides & Orderlies,35115,1.59
106231396,Administrative Services Cost Centers,119826,3.75
106370745,Ancillary Cost Centers,191185,2.86
106141273,Fiscal Services Cost Centers,65576,7.34
106190782,Aides & Orderlies,0,0.0
106050932,Other,34205,2.67
106331152,Registered Nurse,503413,6.4
106321016,Clerical & Other Administrative,43257,1.61
106196035,Contracted Registry Nursing,4436,0.09
106371256,Education Cost Centers,136151,2.47
106010735,Education Cost Centers,0,0.0
106321016,Clerical & Other Administrative,50047,2.02
106150808,Licensed Vocational Nurse,29295,0.59
106184008,General Services Cost Centers,51818,4.2
106331226,Registered Nurse,19272,1.82
106190522,Daily Cost Centers,659627,8.95
106380865,Environmental & Food Services,173172,0.58
106190812,Aides & Orderlies,128443,1.43
106434138,Environmental & Food Services,70084,3.0
106380857,General Services Cost Centers,584828,9.63
106370780,Environmental & Food Services,250277,2.12
106491001,Environmental & Food Services,40617,2.17
106190521,Licensed Vocational Nurse,93647,1.5
106190958,Contracted Other,0,0.0
106190434,Ambulatory Cost Centers,0,0.0
106430883,Administrative Services Cost Centers,431027,2.06
106281047,Other,13286,0.18
106121051,Clerical & Other Administrative,37552,2.79
106380965,Ancillary Cost Centers,422749,7.84
106190462,General Services Cost Centers,70468,3.22
106304079,Environmental & Food Services,16411,1.08
106194010,Contracted Other,2265,0.08
106430883,Administrative Services Cost Centers,431027,2.06
106013687,Ambulatory Cost Centers,0,0.0
106190812,Ambulatory Cost Centers,198499,2.19
106301566,Management & Supervision,196704,3.64
106554011,Aides & Orderlies,113424,1.26
106190630,Registered Nurse,1403677,9.98
106040962,Administrative Services Cost Centers,438304,3.89
106104089,Management & Supervision,11192,2.04
106331293,Contracted Other,14939,0.32
106190382,General Services Cost Centers,138124,1.14
106260011,Administrative Services Cost Centers,71786,14.32
106490964,Licensed Vocational Nurse,15034,0.69
106190673,Ambulatory Cost Centers,51152,2.82
106490919,Education Cost Centers,0,0.0
106190298,Aides & Orderlies,44922,1.4
106331194,Management & Supervision,34081,0.43
106190524,Contracted Registry Nursing,17203,0.36
106014034,Contracted Other,4164,0.12
106190352,Contracted Registry Nursing,0,0.0
106190470,Environmental & Food Services,249178,1.85
106190673,Licensed Vocational Nurse,20564,1.0
106190630,General Services Cost Centers,787598,5.6
106490919,Daily Cost Centers,308982,8.93
106420491,Administrative Services Cost Centers,86055,0.98
106281266,Ancillary Cost Centers,0,0.0
106190429,Registered Nurse,1628820,12.91
106190385,Aides & Orderlies,304954,2.87
106301258,Daily Cost Centers,368921,8.27
106514030,Clerical & Other Administrative,9580,9.33
106190049,Aides & Orderlies,75344,2.79
106391010,Management & Supervision,80432,1.47
106281297,Environmental & Food Services,0,0.0
106090793,Licensed Vocational Nurse,16466,0.3
106210993,Aides & Orderlies,47603,2.76
106190521,Registered Nurse,390673,5.97
106190053,Ambulatory Cost Centers,243108,3.12
106540798,General Services Cost Centers,287522,3.73
106190555,Administrative Services Cost Centers,2799926,7.27
106240942,Fiscal Services Cost Centers,101931,1.42
106380964,Registered Nurse,282869,6.35
106331152,Clerical & Other Administrative,233747,3.32
106374094,Management & Supervision,271479,12.07
106491267,General Services Cost Centers,0,0.0
106304460,Ancillary Cost Centers,193829,19.11
106191216,Ambulatory Cost Centers,23021,2.51
106150788,General Services Cost Centers,743447,7.18
106301279,Licensed Vocational Nurse,10953,0.08
106121051,Daily Cost Centers,136323,10.46
106094002,Licensed Vocational Nurse,0,0.0
106450940,Daily Cost Centers,406820,10.46
106190930,General Services Cost Centers,69442,2.46
106450949,Contracted Registry Nursing,67224,0.79
106070990,Environmental & Food Services,0,0.0
106070934,Registered Nurse,422366,9.25
106190784,Clerical & Other Administrative,61342,2.92
106154101,Contracted Registry Nursing,25499,1.08
106270744,Management & Supervision,74264,0.98
106240924,Other,0,0.0
106434051,Licensed Vocational Nurse,25020,2.73
106370780,Ambulatory Cost Centers,390997,3.31
106190184,Daily Cost Centers,496375,7.26
106301379,General Services Cost Centers,186400,4.31
106430763,Contracted Other,74640,0.59
106130760,General Services Cost Centers,186251,4.19
106190812,Contracted Other,12113,0.13
106190636,Licensed Vocational Nurse,38715,0.26
106540816,Contracted Registry Nursing,7067,0.18
106124004,Clerical & Other Administrative,0,0.0
106094002,Ambulatory Cost Centers,0,0.0
106331216,Education Cost Centers,0,0.0
106010937,Registered Nurse,897345,8.72
106414018,Other,0,0.0
106190049,Ambulatory Cost Centers,0,0.0
106190125,Environmental & Food Services,214021,2.16
106190298,Fiscal Services Cost Centers,44604,1.42
106341006,Aides & Orderlies,579586,2.23
106484028,Management & Supervision,6481,1.68
106070924,Ambulatory Cost Centers,1059914,12.59
106190762,Licensed Vocational Nurse,33339,0.44
106400548,General Services Cost Centers,60930,1.79
106190053,General Services Cost Centers,341740,4.39
106540734,Ancillary Cost Centers,1314980,5.98
106491267,General Services Cost Centers,0,0.0
106196403,Ancillary Cost Centers,321242,4.62
106190631,Registered Nurse,1360659,8.64
106504038,Licensed Vocational Nurse,1800,0.25
106150737,Administrative Services Cost Centers,73190,1.54
106430705,Technician & Specialist,295249,3.52
106361110,Contracted Registry Nursing,4709,0.14
106160702,Contracted Other,6684,0.98
106400524,Clerical & Other Administrative,191966,5.25
106190930,Licensed Vocational Nurse,10534,0.37
106110889,Technician & Specialist,39045,5.78
106361274,Environmental & Food Services,39753,1.38
106531059,Management & Supervision,34482,1.59
106430705,Contracted Other,32805,0.44
106362041,Contracted Registry Nursing,19590,0.23
106420483,Fiscal Services Cost Centers,16099,0.63
106240942,Technician & Specialist,472699,6.42
106160787,Environmental & Food Services,112700,3.34
106301297,Ancillary Cost Centers,215981,8.51
106560501,Daily Cost Centers,167041,3.73
106301279,Administrative Services Cost Centers,700488,4.74
106190110,Aides & Orderlies,86312,1.25
106430705,Environmental & Food Services,131334,1.63
106190758,Management & Supervision,334563,2.63
106364188,Other,0,0.0
106350784,Environmental & Food Services,97205,0.98
106190352,Contracted Registry Nursing,0,0.0
106380842,Environmental & Food Services,211407,1.37
106434220,Technician & Specialist,5851,1.44
106191216,Management & Supervision,64993,2.22
106230949,Fiscal Services Cost Centers,27901,2.95
106394009,Contracted Registry Nursing,13389,0.39
106361246,General Services Cost Centers,2882483,10.17
106500852,Clerical & Other Administrative,576135,3.71
106190392,Education Cost Centers,15100,0.16
106190163,Ancillary Cost Centers,0,0.0
106370745,Clerical & Other Administrative,67350,1.01
106301566,Ancillary Cost Centers,484600,10.13
106190159,Aides & Orderlies,29233,1.54
106491076,Aides & Orderlies,56965,2.08
106190756,Fiscal Services Cost Centers,105462,1.4
106084001,Aides & Orderlies,21225,1.06
106190784,Management & Supervision,67379,3.21
106190422,Fiscal Services Cost Centers,248478,1.6
106014207,Management & Supervision,10735,1.33
106301304,Other,0,0.0
106070924,Licensed Vocational Nurse,207252,2.46
106301097,Technician & Specialist,92861,7.22
106190176,Environmental & Food Services,69454,0.6
106154022,Environmental & Food Services,35205,1.7
106150737,Contracted Other,2379,0.05
106121031,Contracted Registry Nursing,0,0.0
106500852,Ancillary Cost Centers,910821,5.46
106160702,Fiscal Services Cost Centers,22530,2.64
106331293,Ancillary Cost Centers,331684,7.03
106564121,Registered Nurse,71106,14.45
106361370,Other,0,0.0
106301140,Technician & Specialist,112524,3.74
106301127,Clerical & Other Administrative,20624,0.8
106270777,Contracted Other,12468,0.2
106500867,Ancillary Cost Centers,467488,3.03
106190796,Aides & Orderlies,794534,3.35
106490964,Licensed Vocational Nurse,16040,0.74
106342392,Contracted Registry Nursing,0,0.0
106420493,Licensed Vocational Nurse,51434,0.4
106300032,Aides & Orderlies,256940,3.07
106410852,Aides & Orderlies,135766,1.19
106190198,Aides & Orderlies,63455,1.07
106190812,Daily Cost Centers,911279,9.95
106554011,Environmental & Food Services,0,0.0
106331226,General Services Cost Centers,29569,4.06
106040962,Contracted Registry Nursing,1626,0.01
106105029,Registered Nurse,205686,15.3
106382715,Management & Supervision,53463,1.7
106560203,Other,0,0.0
106040802,Ambulatory Cost Centers,29301,1.33
106094002,Other,0,0.0
106130699,Technician & Specialist,328234,6.72
106070904,Management & Supervision,81147,1.91
106514030,Daily Cost Centers,21554,7.86
106370714,Environmental & Food Services,68566,0.4
106500967,Technician & Specialist,266398,2.1
106394003,Aides & Orderlies,0,0.0
106190568,Environmental & Food Services,251432,2.29
106454012,Aides & Orderlies,58033,2.07
106380965,Clerical & Other Administrative,191473,3.34
106301234,Contracted Other,212,0.01
106564121,Daily Cost Centers,44528,10.0
106100005,Ancillary Cost Centers,551950,8.9
106190568,Ambulatory Cost Centers,190890,1.61
106070924,General Services Cost Centers,547872,6.1
106301140,General Services Cost Centers,79931,2.63
106364014,Licensed Vocational Nurse,50076,1.36
106190243,Ancillary Cost Centers,505461,7.91
106301297,Contracted Other,48,0.0
106210992,Fiscal Services Cost Centers,20164,1.08
106540798,Ambulatory Cost Centers,150836,1.9
106380964,Environmental & Food Services,113916,2.2
106190522,Licensed Vocational Nurse,26356,0.36
106190150,Education Cost Centers,0,0.0
106190930,Administrative Services Cost Centers,97975,3.39
106500867,Ancillary Cost Centers,460845,3.07
106434138,Administrative Services Cost Centers,127437,5.76
106380842,Registered Nurse,125872,0.93
106434040,Licensed Vocational Nurse,8623,0.08
106370689,Ancillary Cost Centers,206848,2.95
106500852,Clerical & Other Administrative,679880,4.89
106190049,Ancillary Cost Centers,72890,2.7
106364231,Contracted Registry Nursing,13083,0.07
106040962,Environmental & Food Services,72880,0.7
106380865,Daily Cost Centers,1324765,4.65
106013687,Administrative Services Cost Centers,0,0.0
106380868,Aides & Orderlies,11700,1.01
106196403,Aides & Orderlies,65409,0.85
106190380,General Services Cost Centers,117974,2.87
106304079,Environmental & Food Services,26226,1.79
106071018,Administrative Services Cost Centers,136939,2.17
106231396,Environmental & Food Services,100127,3.13
106190429,Administrative Services Cost Centers,649560,4.99
106250956,Technician & Specialist,38973,0.92
106190385,Clerical & Other Administrative,406309,3.5
106190883,General Services Cost Centers,139766,2.84
106371256,Aides & Orderlies,118931,2.21
106190081,Administrative Services Cost Centers,138340,2.56
106434220,Contracted Other,0,0.0
106260011,Registered Nurse,86929,19.43
106560838,Environmental & Food Services,16637,2.34
106184008,Contracted Other,4076,0.33
106190163,Management & Supervision,39800,1.2
106190568,Aides & Orderlies,215214,1.96
106491338,Contracted Registry Nursing,2972,0.3
106361458,Administrative Services Cost Centers,10559,2.39
106371394,Fiscal Services Cost Centers,80526,1.41
106434153,Licensed Vocational Nurse,3530,0.04
106491064,Daily Cost Centers,754354,9.23
106370714,Technician & Specialist,1262882,7.09
106190756,Contracted Other,9055,0.12
106430905,Aides & Orderlies,656674,2.54
106110889,Fiscal Services Cost Centers,20066,2.97
106194219,Aides & Orderlies,28432,1.72
106434051,General Services Cost Centers,14382,1.7
106490964,Clerical & Other Administrative,121732,5.01
106560473,Fiscal Services Cost Centers,59577,0.76
106370755,Aides & Orderlies,0,0.0
106104023,Registered Nurse,42162,2.05
106301304,Licensed Vocational Nurse,0,0.0
106014050,Registered Nurse,463408,6.85
106560838,Management & Supervision,10176,1.27
106364231,Ambulatory Cost Centers,727892,4.3
106380868,Aides & Orderlies,11700,1.01
106190475,Contracted Other,10232,0.35
106301357,Daily Cost Centers,275680,14.86
106342392,Registered Nurse,72395,1.84
106190232,Other,10045,0.21
106434220,Daily Cost Centers,61710,18.5
106370689,Contracted Registry Nursing,10846,0.16
106331326,Administrative Services Cost Centers,60101,2.14
106240924,Other,0,0.0
106104047,Clerical & Other Administrative,55392,6.19
106010987,Registered Nurse,955169,11.67
106560203,Ambulatory Cost Centers,4440,0.19
106410806,Administrative Services Cost Centers,494725,20.29
106190422,Contracted Other,103106,0.65
106010805,Contracted Other,35779,0.56
106504038,Clerical & Other Administrative,75782,17.47
106190687,Environmental & Food Services,243321,2.6
106361339,Aides & Orderlies,150676,1.61
106190555,Environmental & Food Services,1251929,3.28
106105051,Management & Supervision,0,0.0
106374055,Registered Nurse,130724,1.31
106400683,Administrative Services Cost Centers,0,0.0
106231396,Ambulatory Cost Centers,242550,7.58
106560508,Ambulatory Cost Centers,49923,1.36
106190392,Licensed Vocational Nurse,3425,0.04
106331226,Daily Cost Centers,80644,11.07
106105029,General Services Cost Centers,124426,8.84
106304079,Management & Supervision,30078,1.95
106190317,Technician & Specialist,284584,10.66
106320859,Management & Supervision,32552,0.53
106190470,Ambulatory Cost Centers,278122,2.07
106371394,Technician & Specialist,643086,10.96
106191450,Contracted Other,8,0.0
106361223,Fiscal Services Cost Centers,0,0.0
106491064,Technician & Specialist,377158,4.66
106194010,Ancillary Cost Centers,0,0.0
106010846,Contracted Other,88558,0.52
106191231,Other,364926,3.48
106500852,Aides & Orderlies,218263,1.41
106281078,Technician & Specialist,411329,11.31
106391010,Ancillary Cost Centers,423415,7.42
106450940,Aides & Orderlies,30943,0.8
106341006,Clerical & Other Administrative,2279589,9.33
106340951,Ancillary Cost Centers,412469,2.98
106100797,Technician & Specialist,60577,4.19
106560203,Contracted Other,0,0.0
106190110,Aides & Orderlies,86312,1.25
106560529,Administrative Services Cost Centers,247291,3.09
106191228,Licensed Vocational Nurse,206457,0.64
106010739,General Services Cost Centers,623482,3.61
106154101,Contracted Other,0,0.0
106190529,Aides & Orderlies,330657,3.34
106450936,Education Cost Centers,0,0.0
106190380,Fiscal Services Cost Centers,16425,0.4
106240942,Registered Nurse,580350,8.1
106190256,Administrative Services Cost Centers,99614,2.9
106430763,Ancillary Cost Centers,1229318,8.86
106040937,General Services Cost Centers,309017,4.87
106130760,Management & Supervision,122251,2.73
106344170,General Services Cost Centers,11302,2.65
106374055,Environmental & Food Services,110546,1.13
106190256,Daily Cost Centers,303220,8.84
106400466,Clerical & Other Administrative,56841,5.33
106100899,Aides & Orderlies,428906,2.7
106190049,Ambulatory Cost Centers,12392,0.54
106370755,Ancillary Cost Centers,934377,5.9
106331164,General Services Cost Centers,228730,2.0
106084001,Management & Supervision,64915,3.24
106121080,Contracted Other,39265,0.74
106332172,Other,0,0.0
106190197,Other,0,0.0
106034002,Fiscal Services Cost Centers,1760,0.11
106364188,Ambulatory Cost Centers,17788,0.83
106380929,Other,260008,1.02
106331152,Clerical & Other Administrative,220008,3.21
106196404,General Services Cost Centers,240962,2.68
106434138,Environmental & Food Services,63469,2.59
106340947,General Services Cost Centers,534481,4.8
106154022,Aides & Orderlies,57446,2.76
106301209,Aides & Orderlies,28336,1.12
106190280,Registered Nurse,139902,5.89
106171395,Education Cost Centers,0,0.0
106410806,Contracted Registry Nursing,18173,0.73
106490919,Administrative Services Cost Centers,129251,3.4
106010782,Clerical & Other Administrative,15931,1.17
106034002,Registered Nurse,123182,7.71
106190680,Environmental & Food Services,124138,1.26
106121002,Ancillary Cost Centers,206223,8.85
106190066,Daily Cost Centers,219699,6.62
106314024,Technician & Specialist,40743,0.64
106361339,Technician & Specialist,552609,6.17
106500939,Clerical & Other Administrative,948299,6.43
106014226,Registered Nurse,8492,2.38
106190812,Administrative Services Cost Centers,264716,2.91
106190930,Ancillary Cost Centers,11966,0.43
106190712,Clerical & Other Administrative,0,0.0
106361105,Ambulatory Cost Centers,58065,3.64
106301262,Education Cost Centers,1872,0.01
106330120,Ancillary Cost Centers,0,0.0
106190176,Contracted Other,11087,0.11
106420491,Contracted Registry Nursing,28348,0.32
106334048,Registered Nurse,208241,16.68
106191450,Management & Supervision,0,0.0
106190534,Aides & Orderlies,137430,2.88
106244027,Fiscal Services Cost Centers,0,0.0
106190687,Technician & Specialist,718090,7.11
106190552,Ambulatory Cost Centers,204047,0.64
106491267,Environmental & Food Services,0,0.0
106190522,Clerical & Other Administrative,302975,4.07
106014050,Licensed Vocational Nurse,17482,0.26
106190429,Fiscal Services Cost Centers,81660,0.62
106374024,Daily Cost Centers,187567,6.21
106190462,Contracted Other,0,0.0
106100899,Licensed Vocational Nurse,15656,0.1
106190256,Education Cost Centers,0,0.0
106361144,Aides & Orderlies,46050,2.07
106410782,Fiscal Services Cost Centers,133871,0.48
106560529,Licensed Vocational Nurse,13046,0.16
106196404,Aides & Orderlies,341605,3.81
106311000,Contracted Registry Nursing,30540,0.23
106380960,Aides & Orderlies,49213,0.93
106191306,Licensed Vocational Nurse,133245,1.73
106190148,Clerical & Other Administrative,198354,2.34
106430883,Education Cost Centers,236293,1.12
106104047,Management & Supervision,44055,5.98
106331152,Licensed Vocational Nurse,78106,0.98
106331194,Ambulatory Cost Centers,155468,1.97
106074017,Other,0,0.0
106514030,Contracted Other,1849,0.62
106104089,Administrative Services Cost Centers,7888,1.67
106320859,Licensed Vocational Nurse,22902,0.37
106190034,General Services Cost Centers,748503,5.33
106440755,Technician & Specialist,524287,6.37
106190762,Technician & Specialist,436549,5.7
106554011,Daily Cost Centers,330831,3.67
106014226,Ambulatory Cost Centers,0,0.0
106344029,Environmental & Food Services,116501,3.21
106431506,Registered Nurse,1300189,24.99
106331152,Technician & Specialist,400706,5.02
106121002,Ambulatory Cost Centers,144462,6.06
106014226,Registered Nurse,10238,3.09
106364121,Ancillary Cost Centers,76852,5.44
106434040,Aides & Orderlies,107767,1.03
106014226,Education Cost Centers,0,0.0
106150736,Registered Nurse,674114,7.98
106301279,Aides & Orderlies,467538,3.29
106331293,Contracted Other,5614,0.1
106334487,Management & Supervision,469503,2.97
106420493,Contracted Other,111451,0.99
106380865,Ambulatory Cost Centers,8331,0.03
106410817,Other,0,0.0
106160787,General Services Cost Centers,136925,9.51
106380857,Environmental & Food Services,0,0.0
106244027,Management & Supervision,0,0.0
106010856,General Services Cost Centers,1623168,18.69
106191228,Education Cost Centers,1716290,5.19
106370673,Ancillary Cost Centers,936020,5.95
106121002,Contracted Registry Nursing,927,0.04
106190020,Other,50437,1.53
106434220,Licensed Vocational Nurse,10705,2.36
106541123,Contracted Registry Nursing,0,0.0
106370749,Management & Supervision,47603,1.16
106190500,Fiscal Services Cost Centers,91784,4.12
106190468,Fiscal Services Cost Centers,40883,0.8
106190930,General Services Cost Centers,72124,2.52
106380939,Environmental & Food Services,456114,2.08
106014226,Technician & Specialist,10385,3.21
106370714,Contracted Other,49,0.0
106190859,Management & Supervision,115488,1.97
106380965,Education Cost Centers,16005,0.31
106014034,Education Cost Centers,0,0.0
106040802,General Services Cost Centers,62862,2.26
106301379,Ambulatory Cost Centers,97577,2.29
106371256,Education Cost Centers,128814,2.46
106190949,Environmental & Food Services,0,0.0
106301781,Contracted Registry Nursing,0,0.0
106344170,Environmental & Food Services,16595,3.78
106400548,Ambulatory Cost Centers,79099,2.68
106190949,Environmental & Food Services,7674,0.1
106281047,Licensed Vocational Nurse,9428,0.15
106430705,Aides & Orderlies,324051,3.87
106554011,Daily Cost Centers,315497,3.1
106370705,Administrative Services Cost Centers,82471,1.53
106331326,Clerical & Other Administrative,101749,3.9
106301132,Education Cost Centers,0,0.0
106100797,Management & Supervision,66727,4.51
106014034,Contracted Other,4164,0.12
106301248,Daily Cost Centers,502204,7.32
106270875,Ancillary Cost Centers,691421,10.82
106070904,Technician & Specialist,354759,9.04
106430779,Daily Cost Centers,1105094,9.56
106190196,Licensed Vocational Nurse,77501,2.71
106190045,Ancillary Cost Centers,6264,0.64
106362041,Technician & Specialist,177923,2.08
106070934,Environmental & Food Services,116423,2.49
106100797,Aides & Orderlies,82835,4.78
106370721,Fiscal Services Cost Centers,8955,0.48
106434040,Contracted Other,98666,0.96
106560525,Contracted Other,9220,0.23
106504038,Environmental & Food Services,32032,4.57
106361266,Contracted Registry Nursing,0,0.0
106190631,Aides & Orderlies,316568,2.41
106434138,Ancillary Cost Centers,152216,6.19
106500867,Ancillary Cost Centers,477029,3.26
106100005,Contracted Other,9364,0.16
106270777,Licensed Vocational Nurse,33880,0.59
106514030,Clerical & Other Administrative,21557,7.86
106074017,Other,10194,0.3
106434153,Administrative Services Cost Centers,589805,6.99
106301304,Administrative Services Cost Centers,13477,1.21
106190432,Ambulatory Cost Centers,279337,6.88
106196168,Ambulatory Cost Centers,439614,4.48
106301234,Contracted Registry Nursing,9229,0.43
106190878,Technician & Specialist,679271,5.41
106380964,Ambulatory Cost Centers,72845,1.41
106190020,Ancillary Cost Centers,0,0.0
106070904,General Services Cost Centers,218813,5.58
106190307,Fiscal Services Cost Centers,75573,2.26
106301098,Licensed Vocational Nurse,5846,0.07
106334068,Ancillary Cost Centers,592666,7.13
106034002,Fiscal Services Cost Centers,1768,0.11
106364050,Clerical & Other Administrative,50872,1.47
106301098,Education Cost Centers,0,0.0
106010937,Ambulatory Cost Centers,231173,2.62
106340951,Management & Supervision,112969,0.82
106331326,Technician & Specialist,138053,4.92
106196035,Licensed Vocational Nurse,4790,0.11
106105029,Environmental & Food Services,86881,5.07
106150808,Daily Cost Centers,52981,1.2
106301342,General Services Cost Centers,630405,4.28
106554011,Other,250873,2.78
106560203,Fiscal Services Cost Centers,13621,0.58
106450949,General Services Cost Centers,372297,4.9
106541123,Ancillary Cost Centers,0,0.0
106400548,Other,0,0.0
106500967,Management & Supervision,51893,0.41
106190859,General Services Cost Centers,189241,3.25
106500939,Aides & Orderlies,226805,1.7
106514030,Daily Cost Centers,24675,8.29
106361166,Fiscal Services Cost Centers,48444,2.57
106240924,Aides & Orderlies,10442,0.6
106434138,Contracted Other,38608,1.58
106370705,Licensed Vocational Nurse,52527,0.89
106190431,Technician & Specialist,53380,1.23
106190434,Ambulatory Cost Centers,5350,0.13
106371256,Administrative Services Cost Centers,201499,3.61
106010967,Fiscal Services Cost Centers,106987,2.04
106344170,Registered Nurse,470,0.11
106481357,Management & Supervision,62829,1.41
106301297,Licensed Vocational Nurse,4713,0.18
106124004,Administrative Services Cost Centers,0,0.0
106430705,Other,5677,0.07
106150775,Clerical & Other Administrative,102395,4.41
106301297,Management & Supervision,57153,2.19
106361308,Registered Nurse,673797,7.99
106150736,Registered Nurse,688843,8.02
106190053,Registered Nurse,604115,8.45
