facility_id,position,productive_hours,productive_hours_per_patient
106034002,Management & Supervision,40949,2.66
106301132,Technician & Specialist,0,0.0
106164029,Ancillary Cost Centers,657437,6.07
106370771,General Services Cost Centers,738161,7.36
106094002,Administrative Services Cost Centers,0,0.0
106154160,Registered Nurse,9944,2.6
106334018,Management & Supervision,12599,0.72
106394003,Licensed Vocational Nurse,0,0.0
106044006,Licensed Vocational Nurse,0,0.0
106521041,Clerical & Other Administrative,116571,5.23
106270744,Administrative Services Cost Centers,266797,3.53
106130699,General Services Cost Centers,296213,5.02
106110889,Daily Cost Centers,24984,3.7
106190766,Contracted Other,4231,0.21
106141338,Licensed Vocational Nurse,14393,0.6
106364231,Contracted Registry Nursing,16341,0.1
106301132,Environmental & Food Services,0,0.0
106105051,Management & Supervision,0,0.0
106314029,Licensed Vocational Nurse,6364,1.45
106210992,Education Cost Centers,0,0.0
106190555,Fiscal Services Cost Centers,1596737,4.29
106331288,Environmental & Food Services,34312,2.85
106301175,Contracted Registry Nursing,97795,0.85
106560838,Other,793,0.13
106104047,Clerical & Other Administrative,55392,6.19
106190163,Aides & Orderlies,130454,2.5
106150737,Environmental & Food Services,50536,0.97
106100697,Management & Supervision,21058,0.34
106190522,Contracted Registry Nursing,12203,0.16
106311000,Education Cost Centers,4032,0.03
106331168,Registered Nurse,931519,7.76
106190796,Clerical & Other Administrative,1229823,5.27
106070934,Administrative Services Cost Centers,129396,2.81
106331226,Registered Nurse,19272,1.82
106191014,Contracted Other,0,0.0
106331152,Contracted Registry Nursing,48851,0.58
106010735,Fiscal Services Cost Centers,40692,0.42
106196168,Clerical & Other Administrative,624931,6.04
106010856,Technician & Specialist,0,0.0
106191216,General Services Cost Centers,91129,2.56
106331312,Registered Nurse,1194944,8.79
106270777,Licensed Vocational Nurse,33880,0.59
106150782,Ambulatory Cost Centers,69931,3.3
106010846,Ambulatory Cost Centers,801345,4.65
106400466,Daily Cost Centers,139968,6.6
106191306,Education Cost Centers,2592,0.03
106270777,Ambulatory Cost Centers,192575,3.38
106190305,Ambulatory Cost Centers,10736,0.39
106551061,Environmental & Food Services,15343,0.86
106370759,Daily Cost Centers,615234,9.24
106320986,Clerical & Other Administrative,90205,13.95
106340913,Aides & Orderlies,250564,1.84
106040802,Daily Cost Centers,88226,3.53
106334018,Technician & Specialist,130378,6.97
106190631,Clerical & Other Administrative,849982,5.9
106301097,Contracted Registry Nursing,13335,0.67
106330120,Management & Supervision,59342,1.64
106301340,Education Cost Centers,30130,0.2
106500939,Fiscal Services Cost Centers,266455,1.81
106314024,Ancillary Cost Centers,308087,4.68
106450949,Aides & Orderlies,82215,0.99
106344170,Ancillary Cost Centers,0,0.0
106121051,Management & Supervision,105681,8.11
106190812,Ambulatory Cost Centers,141093,1.54
106194219,Ancillary Cost Centers,968125,10.64
106331226,Clerical & Other Administrative,56890,7.81
106190631,Registered Nurse,1269418,8.52
106104062,Daily Cost Centers,874764,29.11
106392232,Contracted Other,0,0.0
106231013,Other,9708,0.61
106330120,Licensed Vocational Nurse,15283,0.42
106364231,Contracted Other,27008,0.16
106110889,Contracted Other,0,0.0
106250956,Other,4485,0.1
106190232,Aides & Orderlies,99026,2.06
106150788,Daily Cost Centers,2173892,20.99
106190696,Ambulatory Cost Centers,35136,0.61
106121002,General Services Cost Centers,128509,5.51
106190631,Contracted Registry Nursing,21204,0.15
106196405,General Services Cost Centers,92911,1.76
106361266,Daily Cost Centers,59309,1.91
106190462,Environmental & Food Services,39463,1.81
106214034,Management & Supervision,28215,2.09
106190232,Aides & Orderlies,52913,1.14
106521041,Licensed Vocational Nurse,3220,0.14
106190240,General Services Cost Centers,74191,1.4
106074017,Licensed Vocational Nurse,3780,0.12
106370780,Management & Supervision,342788,3.09
106074039,Administrative Services Cost Centers,37121,1.47
106430743,Clerical & Other Administrative,38520,7.73
106190857,Education Cost Centers,0,0.0
106190883,Contracted Other,0,0.0
106050932,Contracted Other,12649,0.9
106190049,Ancillary Cost Centers,77556,3.36
106301342,Ambulatory Cost Centers,273743,2.0
106491267,Registered Nurse,0,0.0
106370771,Environmental & Food Services,0,0.0
106121051,Licensed Vocational Nurse,3005,0.22
106301234,General Services Cost Centers,127644,5.84
106190708,Aides & Orderlies,53936,2.0
106105051,Contracted Other,0,0.0
106190066,Contracted Registry Nursing,1613,0.05
106190176,Management & Supervision,508663,4.42
106404046,Daily Cost Centers,0,0.0
106370744,Aides & Orderlies,45596,0.25
106491338,Education Cost Centers,0,0.0
106371394,Other,229131,3.91
106580996,Other,129634,1.78
106110889,Ambulatory Cost Centers,67958,10.07
106190958,Ambulatory Cost Centers,0,0.0
106334457,Fiscal Services Cost Centers,2792,0.52
106314029,Ancillary Cost Centers,0,0.0
106190449,Environmental & Food Services,99813,1.53
106374084,Ancillary Cost Centers,0,0.0
106100797,Clerical & Other Administrative,115679,10.04
106150761,Education Cost Centers,0,0.0
106331194,Daily Cost Centers,563386,6.54
106210992,General Services Cost Centers,309105,16.89
106331326,Other,27326,1.05
106190148,Ancillary Cost Centers,548278,6.25
106320859,Contracted Registry Nursing,0,0.0
106190380,Clerical & Other Administrative,86904,2.16
106370780,Ambulatory Cost Centers,390997,3.31
106141273,Registered Nurse,122230,15.48
106194981,Clerical & Other Administrative,2916,0.51
106190232,Administrative Services Cost Centers,55500,1.31
106444013,Ambulatory Cost Centers,65549,2.17
106434218,Education Cost Centers,0,0.0
106531059,Registered Nurse,33280,1.59
106210992,Contracted Registry Nursing,24965,1.07
106361110,Education Cost Centers,0,0.0
106010776,Ambulatory Cost Centers,455462,5.53
106514001,Administrative Services Cost Centers,0,0.0
106190380,Technician & Specialist,112831,2.77
106370714,Aides & Orderlies,323519,1.89
106370771,Contracted Registry Nursing,5484,0.06
106344017,Contracted Other,0,0.0
106560473,Technician & Specialist,600877,7.69
106434040,Contracted Other,62857,0.6
106105029,Contracted Registry Nursing,5191,0.3
106380965,Ancillary Cost Centers,392620,6.84
106190758,Education Cost Centers,27947,0.22
106230949,Clerical & Other Administrative,91231,9.65
106190017,Clerical & Other Administrative,191830,4.58
106400466,General Services Cost Centers,94907,4.35
106190298,Fiscal Services Cost Centers,40204,1.31
106370673,Licensed Vocational Nurse,53740,0.38
106340947,Environmental & Food Services,218876,2.07
106370730,Education Cost Centers,4012,0.04
106190958,Other,0,0.0
106211006,Technician & Specialist,510342,7.98
106370755,Daily Cost Centers,1703576,9.75
106370759,Daily Cost Centers,678656,9.6
106190708,Contracted Registry Nursing,11535,0.43
106190756,Ancillary Cost Centers,805151,11.74
106105029,Aides & Orderlies,0,0.0
106301342,Ancillary Cost Centers,1290781,8.76
106304460,Administrative Services Cost Centers,19504,1.92
106050932,Education Cost Centers,0,0.0
106190555,Ancillary Cost Centers,5155218,13.38
106240924,Contracted Registry Nursing,23496,1.36
106100797,Ambulatory Cost Centers,205576,11.86
106171049,Clerical & Other Administrative,160041,8.07
106291053,Registered Nurse,191442,4.08
106190020,Ambulatory Cost Centers,60190,1.78
106500867,Daily Cost Centers,784116,5.37
106414018,Education Cost Centers,0,0.0
106240924,Other,0,0.0
106190184,Contracted Other,368,0.01
106154147,Other,0,0.0
106340947,Technician & Specialist,774073,6.76
106364014,Technician & Specialist,114661,3.13
106291023,Clerical & Other Administrative,158288,4.2
106191014,Ancillary Cost Centers,0,0.0
106191306,Education Cost Centers,2940,0.04
106321016,General Services Cost Centers,34243,1.38
106371256,Fiscal Services Cost Centers,84002,1.52
106521041,Ambulatory Cost Centers,150115,7.02
106364014,Clerical & Other Administrative,83336,2.14
106190323,Contracted Other,16365,0.11
106331194,Licensed Vocational Nurse,26627,0.34
106150782,Ambulatory Cost Centers,75776,3.39
106450936,Environmental & Food Services,74920,1.18
106560529,Administrative Services Cost Centers,145608,1.96
106560501,Fiscal Services Cost Centers,2829,0.06
106450940,Contracted Registry Nursing,8623,0.21
106190630,Fiscal Services Cost Centers,513475,3.33
106150775,Ambulatory Cost Centers,51501,1.68
106191306,Registered Nurse,423726,5.58
106190053,General Services Cost Centers,321842,4.5
106070988,Daily Cost Centers,1178202,10.15
106540816,Contracted Registry Nursing,14046,0.34
106332172,Fiscal Services Cost Centers,8656,0.72
106430763,Licensed Vocational Nurse,56919,0.45
106390923,Administrative Services Cost Centers,188343,3.26
106100717,Management & Supervision,343126,1.01
106130699,Administrative Services Cost Centers,218950,3.83
106190958,Daily Cost Centers,0,0.0
106040937,Ambulatory Cost Centers,323075,5.81
106370652,Technician & Specialist,476078,8.29
106444012,Environmental & Food Services,41154,3.48
106364231,Other,347977,1.81
106190298,Contracted Registry Nursing,3277,0.11
106361308,General Services Cost Centers,333449,3.88
106150737,General Services Cost Centers,82058,1.73
106190468,Ancillary Cost Centers,210524,4.97
106450936,Registered Nurse,29499,0.47
106364188,Fiscal Services Cost Centers,22075,1.03
106370744,Ancillary Cost Centers,1569345,8.31
106190756,Aides & Orderlies,0,0.0
106010846,Ambulatory Cost Centers,986632,5.78
106301175,Contracted Registry Nursing,140475,1.22
106190392,Fiscal Services Cost Centers,130350,1.6
106141338,Fiscal Services Cost Centers,19218,0.71
106370730,Technician & Specialist,0,0.0
106331168,Daily Cost Centers,886749,7.39
106470871,Contracted Registry Nursing,0,0.0
106431506,Licensed Vocational Nurse,11008,0.25
106554011,Management & Supervision,145703,1.61
106300225,General Services Cost Centers,307995,4.44
106190517,Clerical & Other Administrative,258717,3.27
106190232,Technician & Specialist,212983,4.58
106361768,Daily Cost Centers,0,0.0
106274043,General Services Cost Centers,293607,6.2
106554011,Technician & Specialist,319805,3.72
106364188,Ambulatory Cost Centers,21343,0.96
106490964,Fiscal Services Cost Centers,61546,2.84
106491001,Licensed Vocational Nurse,2659,0.13
106190930,Ambulatory Cost Centers,75920,2.66
106190400,Fiscal Services Cost Centers,300592,1.98
106121002,Ancillary Cost Centers,204310,8.93
106190587,General Services Cost Centers,219144,3.99
106341006,Ancillary Cost Centers,2528240,10.35
106301205,Fiscal Services Cost Centers,331097,1.75
106380964,Education Cost Centers,0,0.0
106190552,Contracted Other,14758,0.04
106434218,Technician & Specialist,1680,0.24
106301340,Fiscal Services Cost Centers,54771,0.36
106400548,Contracted Other,0,0.0
106184008,Registered Nurse,94093,8.74
106050932,Management & Supervision,56582,5.6
106301205,Contracted Registry Nursing,2531,0.01
106491267,Fiscal Services Cost Centers,0,0.0
106470871,General Services Cost Centers,85196,2.53
106364050,Contracted Other,2344,0.08
106380868,Aides & Orderlies,6368,0.54
106040802,Education Cost Centers,0,0.0
106361370,Daily Cost Centers,250154,8.2
106491338,Registered Nurse,71177,8.89
106514030,Ancillary Cost Centers,60854,22.19
106571086,Contracted Registry Nursing,21543,0.54
106500867,Management & Supervision,158718,1.04
106190661,Management & Supervision,94749,1.64
106391010,Administrative Services Cost Centers,159628,2.8
106361308,Registered Nurse,615818,7.16
106070990,Registered Nurse,104326,1.88
106340947,Ambulatory Cost Centers,132465,1.25
106481357,Licensed Vocational Nurse,5226,0.12
106430905,Contracted Registry Nursing,251472,1.0
106121031,Environmental & Food Services,8081,0.74
106190137,Registered Nurse,113730,3.74
106190422,General Services Cost Centers,962990,6.08
106410782,Environmental & Food Services,102797,0.38
106374094,Daily Cost Centers,227507,7.94
106380857,Contracted Other,3755,0.07
106331168,Contracted Other,51354,0.47
106391010,Registered Nurse,565000,10.13
106484044,Clerical & Other Administrative,0,0.0
106121051,Ambulatory Cost Centers,35797,2.95
106191225,Aides & Orderlies,0,0.0
106100797,Contracted Registry Nursing,5247,0.35
106105029,Other,0,0.0
106070934,Contracted Registry Nursing,46382,1.1
106560525,Licensed Vocational Nurse,31489,0.68
106190475,Clerical & Other Administrative,108079,3.7
106190854,Daily Cost Centers,397918,8.59
106270875,Clerical & Other Administrative,597735,8.09
106301209,Ancillary Cost Centers,130881,5.37
106380857,Daily Cost Centers,914596,16.7
106190317,Ancillary Cost Centers,57775,2.16
106190163,Aides & Orderlies,79609,2.16
106013687,Ambulatory Cost Centers,0,0.0
106301357,Other,0,0.0
106190280,Other,14860,0.63
106074017,Education Cost Centers,0,0.0
106150775,Registered Nurse,87987,3.79
106190883,Clerical & Other Administrative,230262,4.47
106044006,Management & Supervision,0,0.0
106304079,Aides & Orderlies,38135,2.5
106560203,Registered Nurse,47883,2.02
106470871,Clerical & Other Administrative,66241,8.74
106400524,General Services Cost Centers,78610,2.15
106301132,Aides & Orderlies,216884,3.93
106314029,Ambulatory Cost Centers,0,0.0
106484028,Administrative Services Cost Centers,9954,2.58
106190307,Aides & Orderlies,79841,2.28
106331168,Licensed Vocational Nurse,80096,0.69
106331164,Licensed Vocational Nurse,48767,0.45
106190197,Fiscal Services Cost Centers,46838,1.96
106010776,Ancillary Cost Centers,843900,10.24
106331164,Registered Nurse,925825,8.93
106050932,General Services Cost Centers,70884,5.54
106320859,Aides & Orderlies,57656,0.99
106014050,Aides & Orderlies,115227,1.68
106444012,Daily Cost Centers,83409,7.5
106361458,Ambulatory Cost Centers,20557,4.65
106560492,Other,0,0.0
106194219,Licensed Vocational Nurse,31325,0.34
106190696,Registered Nurse,209471,3.64
106301188,Licensed Vocational Nurse,49004,0.81
106514001,Ambulatory Cost Centers,0,0.0
106270744,Fiscal Services Cost Centers,261639,3.46
106190930,Licensed Vocational Nurse,10534,0.37
106191231,Ancillary Cost Centers,813220,6.84
106301304,Fiscal Services Cost Centers,5998,0.56
106190708,Environmental & Food Services,65949,2.48
106190198,Contracted Registry Nursing,5420,0.09
106560529,Contracted Registry Nursing,0,0.0
106301379,Education Cost Centers,0,0.0
106434153,Contracted Registry Nursing,74617,0.83
106301127,Ancillary Cost Centers,50256,2.2
106154160,Technician & Specialist,1648,25.35
106301317,Registered Nurse,1046358,10.69
106190243,General Services Cost Centers,395469,5.51
106380939,Registered Nurse,1732167,7.83
106190712,Ancillary Cost Centers,0,0.0
106190521,Licensed Vocational Nurse,109324,1.73
106100717,Ambulatory Cost Centers,1096531,3.55
106301342,Contracted Registry Nursing,68297,0.46
106281266,Education Cost Centers,0,0.0
106342392,General Services Cost Centers,85714,2.15
106100745,Clerical & Other Administrative,20484,1.75
106014034,General Services Cost Centers,86863,2.42
106370875,Education Cost Centers,2710,0.02
106190782,Education Cost Centers,0,0.0
106361166,Technician & Specialist,212077,12.41
106191450,Management & Supervision,2656,0.07
106370749,Ancillary Cost Centers,0,0.0
106074039,Ancillary Cost Centers,2727,0.13
106014050,Management & Supervision,255351,3.73
106150737,Contracted Other,2438,0.05
106240924,Ambulatory Cost Centers,97354,5.62
106370782,Environmental & Food Services,625378,2.69
106361323,Fiscal Services Cost Centers,101214,1.0
106291023,Other,40530,0.93
106190159,Aides & Orderlies,35415,1.59
106105051,Ancillary Cost Centers,0,0.0
106344021,Contracted Other,0,0.0
106500852,Education Cost Centers,0,0.0
106190949,Registered Nurse,672061,8.36
106190380,General Services Cost Centers,281110,2.78
106304045,Administrative Services Cost Centers,190305,6.04
106314024,Administrative Services Cost Centers,409369,6.4
106420483,Other,5583,0.22
106301283,Licensed Vocational Nurse,37732,1.05
106370673,Environmental & Food Services,312977,2.22
106361308,Ambulatory Cost Centers,388446,4.68
106434040,Contracted Other,82738,0.76
106410804,Clerical & Other Administrative,0,0.0
106184008,Administrative Services Cost Centers,43522,3.53
106331326,Ambulatory Cost Centers,67751,2.41
106434040,Registered Nurse,1243076,12.09
106291023,Licensed Vocational Nurse,4793,0.13
106150706,Registered Nurse,256440,5.41
106361274,Technician & Specialist,126381,4.38
106304113,Management & Supervision,42987,3.56
106370721,Ambulatory Cost Centers,5943,0.33
106340951,Licensed Vocational Nurse,32298,0.23
106190525,Licensed Vocational Nurse,37044,0.26
106010987,Administrative Services Cost Centers,262806,3.46
106281047,Clerical & Other Administrative,318346,4.97
106070988,Administrative Services Cost Centers,236908,2.11
106370721,General Services Cost Centers,51318,2.93
106141338,Daily Cost Centers,53025,1.77
106190712,Management & Supervision,0,0.0
106150737,Administrative Services Cost Centers,45774,0.81
106040937,Licensed Vocational Nurse,84013,1.51
106013687,Management & Supervision,5015,0.7
106450949,Management & Supervision,162886,1.96
106060870,Fiscal Services Cost Centers,22040,2.17
106190176,Fiscal Services Cost Centers,327459,3.17
106211006,General Services Cost Centers,396990,6.21
106154101,Administrative Services Cost Centers,71427,3.45
106491001,Management & Supervision,56265,3.1
106514037,General Services Cost Centers,0,0.0
106340951,Fiscal Services Cost Centers,65328,0.47
106311000,Other,0,0.0
106274043,Contracted Other,76767,1.64
106190522,Management & Supervision,231652,3.11
106204019,Contracted Registry Nursing,23836,0.21
106190232,Contracted Registry Nursing,0,0.0
106560492,Contracted Other,71445,0.64
106331216,Environmental & Food Services,11201,0.27
106444013,Licensed Vocational Nurse,3345,0.11
106270777,Other,42285,0.74
106190422,Environmental & Food Services,434340,2.8
106190673,Management & Supervision,51939,2.4
106370652,Licensed Vocational Nurse,2467,0.06
106370689,Management & Supervision,47396,0.66
106013687,Technician & Specialist,20631,2.89
106301279,Contracted Other,76504,0.52
106301098,Administrative Services Cost Centers,194911,2.34
106380965,Education Cost Centers,16005,0.31
106196404,Clerical & Other Administrative,36765,0.41
106301380,Aides & Orderlies,75588,2.03
106434138,Administrative Services Cost Centers,123313,5.03
106370782,Contracted Other,46457,0.2
106342344,Administrative Services Cost Centers,582586,14.82
106190782,Ancillary Cost Centers,0,0.0
106380960,Registered Nurse,446791,9.15
106380865,Ancillary Cost Centers,128124,0.45
106410891,Clerical & Other Administrative,164379,3.63
106410806,Environmental & Food Services,0,0.0
106481094,Education Cost Centers,0,0.0
106301304,Other,0,0.0
106050932,Contracted Other,28492,2.03
106370694,Aides & Orderlies,192426,0.89
106070990,Technician & Specialist,0,0.0
106391056,Ancillary Cost Centers,249262,7.22
106190148,Ancillary Cost Centers,584138,6.97
106491338,Ambulatory Cost Centers,37613,4.3
106301304,Licensed Vocational Nurse,0,0.0
106190470,Clerical & Other Administrative,610839,4.59
106191014,Fiscal Services Cost Centers,0,0.0
106190883,Ancillary Cost Centers,539931,10.22
106580996,Clerical & Other Administrative,426519,5.25
106281078,Technician & Specialist,359376,10.5
106301317,Contracted Other,13270,0.13
106334025,Registered Nurse,805969,17.36
106420493,Daily Cost Centers,828137,7.51
106370744,Fiscal Services Cost Centers,191720,1.05
106380964,Environmental & Food Services,128389,2.26
106190449,Daily Cost Centers,604103,10.26
106141338,Registered Nurse,11226,0.43
106321016,Clerical & Other Administrative,49379,2.06
106521041,General Services Cost Centers,126413,5.65
106301234,Ambulatory Cost Centers,57314,2.62
106154101,Fiscal Services Cost Centers,34776,1.68
106361339,Management & Supervision,161129,1.81
106430905,Ambulatory Cost Centers,1663214,6.89
106190680,Daily Cost Centers,717515,7.46
106190176,Contracted Registry Nursing,14121,0.14
106370875,Environmental & Food Services,30544,0.23
106470871,Contracted Other,0,0.0
106380929,Other,269687,1.1
106190380,Education Cost Centers,0,0.0
106344021,Clerical & Other Administrative,12985,0.4
106470871,Education Cost Centers,0,0.0
106394009,Registered Nurse,583966,16.4
106370721,Registered Nurse,89407,5.1
106190066,Daily Cost Centers,213421,7.11
106190796,Clerical & Other Administrative,1732299,7.29
106190380,Aides & Orderlies,14947,0.37
106370780,Technician & Specialist,843721,7.45
106190949,Ambulatory Cost Centers,204347,2.57
106190673,Contracted Other,0,0.0
106150788,General Services Cost Centers,743447,7.18
106190198,Education Cost Centers,0,0.0
106300225,Clerical & Other Administrative,268388,3.89
106070990,Ancillary Cost Centers,302051,5.18
106374084,Licensed Vocational Nurse,3000,0.35
106361370,Other,4080,0.11
106374084,Aides & Orderlies,25237,3.1
106124004,Fiscal Services Cost Centers,0,0.0
106491267,Administrative Services Cost Centers,0,0.0
106481094,Registered Nurse,300355,9.3
106361246,Other,2087461,7.39
106100697,Environmental & Food Services,66585,1.08
106361246,General Services Cost Centers,2862086,10.14
106364121,Ambulatory Cost Centers,6711,0.54
106210993,Clerical & Other Administrative,0,0.0
106220733,Contracted Other,0,0.0
106560481,Ancillary Cost Centers,608333,6.26
106434220,Technician & Specialist,3698,1.11
106074017,Contracted Registry Nursing,12078,0.42
106444013,General Services Cost Centers,139175,4.48
106190176,Technician & Specialist,1411488,13.61
106331288,Fiscal Services Cost Centers,50882,4.23
106190081,Contracted Registry Nursing,23377,0.44
106500852,Aides & Orderlies,164378,1.18
106074017,Registered Nurse,281053,9.8
106491076,Licensed Vocational Nurse,1263,0.05
106470871,Ancillary Cost Centers,116107,15.32
106090933,General Services Cost Centers,327512,5.92
106190587,Licensed Vocational Nurse,26999,0.49
106480989,Technician & Specialist,0,0.0
106070990,Administrative Services Cost Centers,654829,10.04
106160787,Environmental & Food Services,112700,3.34
106481357,Licensed Vocational Nurse,5226,0.12
106190017,Aides & Orderlies,109245,2.95
106190517,General Services Cost Centers,257401,3.34
106301209,General Services Cost Centers,121936,5.96
106190681,Education Cost Centers,0,0.0
106301209,Clerical & Other Administrative,114713,4.71
106094002,Clerical & Other Administrative,0,0.0
106331152,Contracted Other,1915,0.02
106074017,Aides & Orderlies,43222,1.38
106190784,General Services Cost Centers,87550,3.65
106190198,Fiscal Services Cost Centers,38716,0.67
106400480,Fiscal Services Cost Centers,41278,1.58
106301781,Fiscal Services Cost Centers,0,0.0
106301209,Fiscal Services Cost Centers,38603,1.89
106361144,Registered Nurse,253901,10.17
106190630,Fiscal Services Cost Centers,461227,3.28
106190081,Other,5944,0.11
106100717,Registered Nurse,2379005,7.32
106196168,Technician & Specialist,956870,9.96
106211006,Other,107889,1.71
106301342,Registered Nurse,1092080,8.0
106370755,Management & Supervision,311510,1.78
106321016,Administrative Services Cost Centers,25165,0.97
106190352,Technician & Specialist,112898,4.64
106196404,Environmental & Food Services,180583,2.06
106490964,Daily Cost Centers,116783,5.38
106381154,Registered Nurse,3298426,11.91
106191231,General Services Cost Centers,505051,4.82
106434218,Technician & Specialist,0,0.0
106434220,Registered Nurse,5536,1.22
106370787,Ancillary Cost Centers,124569,3.86
106154022,Technician & Specialist,74267,3.93
106190256,Management & Supervision,45685,1.38
106320986,Contracted Other,0,0.0
106560492,Ancillary Cost Centers,631083,6.16
106380929,Contracted Registry Nursing,51628,0.21
106504038,Clerical & Other Administrative,90896,12.96
106190681,Ancillary Cost Centers,25541,15.22
106160702,Other,0,0.0
106190382,Registered Nurse,714162,6.5
106514030,Education Cost Centers,0,0.0
106430883,Registered Nurse,1881706,8.97
106370771,General Services Cost Centers,716293,6.75
106341006,Daily Cost Centers,2329308,8.96
106374055,Other,41133,0.41
106150737,Licensed Vocational Nurse,28799,0.51
106410804,Other,752909,22.42
106013687,Clerical & Other Administrative,8396,1.26
106190382,Aides & Orderlies,176947,1.46
106370652,Ancillary Cost Centers,498585,8.68
106150706,Registered Nurse,177055,3.57
106150782,Technician & Specialist,208934,6.72
106190317,Contracted Other,3644,0.14
106040937,Environmental & Food Services,156381,2.74
106350784,Other,16046,0.18
106070924,Education Cost Centers,82157,0.86
106491064,Technician & Specialist,377158,4.66
106560525,Contracted Registry Nursing,21833,0.49
106230949,Administrative Services Cost Centers,47806,5.0
106190045,General Services Cost Centers,17934,1.85
106010739,Contracted Registry Nursing,29226,0.17
106164029,Education Cost Centers,43,0.0
106014207,Contracted Other,569,0.08
106204019,Administrative Services Cost Centers,409182,3.77
106361458,General Services Cost Centers,22692,4.51
106382715,Registered Nurse,137617,4.47
106304113,Other,0,0.0
106400548,Fiscal Services Cost Centers,56685,1.65
106190053,Fiscal Services Cost Centers,82041,1.04
106104062,Environmental & Food Services,0,0.0
106190630,Clerical & Other Administrative,1106770,7.71
106364188,Technician & Specialist,115423,6.39
106190857,Clerical & Other Administrative,25673,2.32
106010967,General Services Cost Centers,238141,4.56
106190766,General Services Cost Centers,121386,6.08
106190687,Fiscal Services Cost Centers,56465,0.59
106301379,Ambulatory Cost Centers,103111,2.39
106196035,Contracted Registry Nursing,0,0.0
106391010,Daily Cost Centers,560401,9.79
106013687,Clerical & Other Administrative,5512,0.85
106190475,Other,23393,1.29
106340913,Other,1156673,26.98
106480989,Management & Supervision,0,0.0
106014233,Technician & Specialist,420010,7.0
106010735,Daily Cost Centers,274567,5.21
106370755,Registered Nurse,1136741,7.18
106190818,Other,22752,0.41
106190307,General Services Cost Centers,188523,5.93
106100797,Licensed Vocational Nurse,19987,1.38
106150706,Ancillary Cost Centers,249205,5.13
106190125,Administrative Services Cost Centers,517017,5.28
106190184,Administrative Services Cost Centers,160467,2.65
106190552,Technician & Specialist,136533,0.39
106190110,Contracted Registry Nursing,19657,0.28
106500852,Clerical & Other Administrative,679880,4.89
106410891,Environmental & Food Services,117162,3.45
106190449,Technician & Specialist,212766,3.54
106334487,Education Cost Centers,178930,1.12
106014207,Technician & Specialist,17705,2.24
106291053,Administrative Services Cost Centers,117814,2.54
106154147,Ambulatory Cost Centers,0,0.0
106334487,Daily Cost Centers,1751517,11.07
106410804,Environmental & Food Services,0,0.0
106190434,Environmental & Food Services,0,0.0
106361458,Aides & Orderlies,1186,0.45
106070934,Environmental & Food Services,99687,2.23
106334048,Registered Nurse,299130,15.35
106540734,Licensed Vocational Nurse,111546,0.55
106014226,Environmental & Food Services,0,0.0
106304159,Education Cost Centers,0,0.0
106090793,Other,54330,0.98
106370780,Registered Nurse,877768,8.3
106190782,Aides & Orderlies,0,0.0
106380868,Education Cost Centers,0,0.0
106560838,Fiscal Services Cost Centers,4961,0.94
106190631,Technician & Specialist,1298363,9.88
106281297,Contracted Other,0,0.0
106190049,Other,0,0.0
106560203,Ancillary Cost Centers,0,0.0
106430705,Technician & Specialist,355987,4.4
106491076,Administrative Services Cost Centers,50505,1.83
106190470,Management & Supervision,259519,1.95
106190878,Licensed Vocational Nurse,63391,0.5
106154147,Fiscal Services Cost Centers,0,0.0
106190949,Ambulatory Cost Centers,162903,2.02
106450940,Contracted Registry Nursing,1402,0.03
106331226,General Services Cost Centers,29721,3.88
106190883,General Services Cost Centers,93193,1.79
106154160,Fiscal Services Cost Centers,0,0.0
106190470,General Services Cost Centers,520291,3.91
106190328,Management & Supervision,35870,3.06
106190163,Daily Cost Centers,193237,5.64
106410782,Administrative Services Cost Centers,140261,0.51
106470871,Registered Nurse,85773,2.74
106370759,Management & Supervision,64515,0.97
106370714,Environmental & Food Services,68566,0.4
106364144,Clerical & Other Administrative,194138,5.62
106481357,Fiscal Services Cost Centers,74717,1.14
106010856,Education Cost Centers,244404,3.09
106504038,Licensed Vocational Nurse,0,0.0
106514001,Daily Cost Centers,0,0.0
106370787,Registered Nurse,199392,6.57
106190859,Administrative Services Cost Centers,117809,2.22
106194219,Other,10624,0.14
106105051,General Services Cost Centers,0,0.0
106040962,Licensed Vocational Nurse,52144,0.51
106191227,Registered Nurse,1547986,8.97
106240924,Fiscal Services Cost Centers,23945,1.38
106374024,Clerical & Other Administrative,29702,0.97
106574010,General Services Cost Centers,74149,4.19
106440755,Education Cost Centers,0,0.0
106194219,Daily Cost Centers,1833049,18.38
106404046,Daily Cost Centers,0,0.0
106301127,Contracted Registry Nursing,412,0.02
106560492,Other,0,0.0
106190475,Licensed Vocational Nurse,14537,0.8
106291023,Licensed Vocational Nurse,6932,0.17
106190045,Management & Supervision,21359,2.37
106381154,Other,0,0.0
106281266,Aides & Orderlies,0,0.0
106190125,Environmental & Food Services,160212,1.64
106560492,Administrative Services Cost Centers,217064,2.23
106434040,Aides & Orderlies,106843,1.04
106190449,General Services Cost Centers,143495,2.5
106010846,Ambulatory Cost Centers,1026033,5.8
106100797,Licensed Vocational Nurse,30821,1.78
106281047,Fiscal Services Cost Centers,133887,2.01
106344188,Technician & Specialist,25856,4.57
106304113,Environmental & Food Services,0,0.0
106434051,Contracted Other,1600,0.19
106141273,Education Cost Centers,0,0.0
106010858,Ancillary Cost Centers,281771,5.35
106190522,Environmental & Food Services,158329,2.36
